"DEMO_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DNK","Denmark","2019","2019",60400,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DNK","Denmark","2020","2020",62260,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DNK","Denmark","2021","2021",66720,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FIN","Finland","2016","2016",45140,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FIN","Finland","2017","2017",47590,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FIN","Finland","2018","2018",49780,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FIN","Finland","2019","2019",50580,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FIN","Finland","2020","2020",51800,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FIN","Finland","2021","2021",55940,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FRA","France","2016","2016",43830,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FRA","France","2017","2017",45580,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FRA","France","2018","2018",47660,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FRA","France","2019","2019",50130,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FRA","France","2020","2020",47730,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","FRA","France","2021","2021",51850,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DEU","Germany","2016","2016",51830,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DEU","Germany","2017","2017",54340,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DEU","Germany","2018","2018",57010,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DEU","Germany","2019","2019",57460,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DEU","Germany","2020","2020",56370,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DEU","Germany","2021","2021",59680,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","GRC","Greece","2016","2016",27380,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","GRC","Greece","2017","2017",28460,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","GRC","Greece","2018","2018",29290,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","GRC","Greece","2019","2019",30080,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","GRC","Greece","2020","2020",27830,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","GRC","Greece","2021","2021",31410,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","HUN","Hungary","2016","2016",27190,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","HUN","Hungary","2017","2017",28310,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","HUN","Hungary","2018","2018",30660,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","HUN","Hungary","2019","2019",32630,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","HUN","Hungary","2020","2020",32390,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","HUN","Hungary","2021","2021",35640,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ISL","Iceland","2016","2016",50990,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ISL","Iceland","2017","2017",53920,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ISL","Iceland","2018","2018",54290,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ISL","Iceland","2019","2019",57770,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ISL","Iceland","2020","2020",52030,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ISL","Iceland","2021","2021",55920,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","IRL","Ireland","2016","2016",58240,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","IRL","Ireland","2017","2017",61730,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","IRL","Ireland","2018","2018",65490,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","IRL","Ireland","2019","2019",67820,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","IRL","Ireland","2020","2020",71040,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","IRL","Ireland","2021","2021",79450,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ITA","Italy","2016","2016",40040,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ITA","Italy","2017","2017",41810,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ITA","Italy","2018","2018",43510,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ITA","Italy","2019","2019",44750,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ITA","Italy","2020","2020",42510,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ITA","Italy","2021","2021",46490,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","JPN","Japan","2016","2016",42010,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","JPN","Japan","2017","2017",42980,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","JPN","Japan","2018","2018",43730,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","JPN","Japan","2019","2019",43930,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","JPN","Japan","2020","2020",43630,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","JPN","Japan","2021","2021",44570,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KOR","Republic of Korea","2016","2016",39720,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KOR","Republic of Korea","2017","2017",41120,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KOR","Republic of Korea","2018","2018",43220,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KOR","Republic of Korea","2019","2019",43370,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KOR","Republic of Korea","2020","2020",45570,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KOR","Republic of Korea","2021","2021",47490,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","LUX","Luxembourg","2016","2016",75120,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","LUX","Luxembourg","2017","2017",82300,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","LUX","Luxembourg","2018","2018",82820,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","LUX","Luxembourg","2019","2019",77680,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","LUX","Luxembourg","2020","2020",83230,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","MEX","Mexico","2016","2016",18810,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","MEX","Mexico","2017","2017",19210,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","MEX","Mexico","2018","2018",19550,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","MEX","Mexico","2019","2019",19290,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","MEX","Mexico","2020","2020",18050,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","MEX","Mexico","2021","2021",19540,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NLD","Netherlands","2016","2016",51520,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NLD","Netherlands","2017","2017",55510,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NLD","Netherlands","2018","2018",58490,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NLD","Netherlands","2019","2019",59250,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NLD","Netherlands","2020","2020",58240,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NLD","Netherlands","2021","2021",63360,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NZL","New Zealand","2016","2016",38650,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NZL","New Zealand","2017","2017",40630,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NZL","New Zealand","2018","2018",40990,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NZL","New Zealand","2019","2019",44430,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NZL","New Zealand","2020","2020",43890,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NZL","New Zealand","2021","2021",45440,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NOR","Norway","2016","2016",61520,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NOR","Norway","2017","2017",66400,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NOR","Norway","2018","2018",72430,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NOR","Norway","2019","2019",68860,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NOR","Norway","2020","2020",65150,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","NOR","Norway","2021","2021",82840,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","POL","Poland","2016","2016",27210,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","POL","Poland","2017","2017",28820,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","POL","Poland","2018","2018",30630,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","POL","Poland","2019","2019",32410,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","POL","Poland","2020","2020",33040,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","POL","Poland","2021","2021",35830,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","PRT","Portugal","2016","2016",30840,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","PRT","Portugal","2017","2017",32270,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","PRT","Portugal","2018","2018",34080,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","PRT","Portugal","2019","2019",35230,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","PRT","Portugal","2020","2020",33640,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","PRT","Portugal","2021","2021",35470,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","SVK","Slovakia","2016","2016",28860,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","SVK","Slovakia","2017","2017",29520,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","SVK","Slovakia","2018","2018",30790,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","SVK","Slovakia","2019","2019",31410,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","SVK","Slovakia","2020","2020",31000,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","SVK","Slovakia","2021","2021",32450,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AFG","Afghanistan","2016","2016",2000,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AFG","Afghanistan","2017","2017",2090,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AFG","Afghanistan","2018","2018",2100,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AFG","Afghanistan","2019","2019",2190,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AFG","Afghanistan","2020","2020",2100,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ALB","Albania","2016","2016",12280,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ALB","Albania","2017","2017",12800,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ALB","Albania","2018","2018",13480,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ALB","Albania","2019","2019",13820,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ALB","Albania","2020","2020",13410,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ALB","Albania","2021","2021",15430,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DZA","Algeria","2016","2016",11510,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DZA","Algeria","2017","2017",11560,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DZA","Algeria","2018","2018",11610,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DZA","Algeria","2019","2019",11710,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DZA","Algeria","2020","2020",11090,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","DZA","Algeria","2021","2021",11750,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AGO","Angola","2016","2016",6730,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AGO","Angola","2017","2017",6860,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AGO","Angola","2018","2018",6600,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AGO","Angola","2019","2019",6360,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AGO","Angola","2020","2020",5930,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AGO","Angola","2021","2021",6060,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ATG","Antigua and Barbuda","2016","2016",18570,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ATG","Antigua and Barbuda","2017","2017",18780,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ATG","Antigua and Barbuda","2018","2018",20470,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ATG","Antigua and Barbuda","2019","2019",21340,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ATG","Antigua and Barbuda","2020","2020",17910,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ATG","Antigua and Barbuda","2021","2021",19610,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARG","Argentina","2016","2016",19860,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARG","Argentina","2017","2017",22990,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARG","Argentina","2018","2018",22460,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARG","Argentina","2019","2019",22090,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARG","Argentina","2020","2020",20230,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARG","Argentina","2021","2021",23150,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARM","Armenia","2016","2016",10950,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARM","Armenia","2017","2017",12540,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARM","Armenia","2018","2018",13230,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARM","Armenia","2019","2019",14420,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARM","Armenia","2020","2020",13100,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","ARM","Armenia","2021","2021",14220,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AZE","Azerbaijan","2016","2016",13510,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AZE","Azerbaijan","2017","2017",13590,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AZE","Azerbaijan","2018","2018",13850,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AZE","Azerbaijan","2019","2019",14470,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AZE","Azerbaijan","2020","2020",14390,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","AZE","Azerbaijan","2021","2021",15460,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHS","Bahamas","2016","2016",32630,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHS","Bahamas","2017","2017",34860,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHS","Bahamas","2018","2018",34840,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHS","Bahamas","2019","2019",36320,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHS","Bahamas","2020","2020",27750,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHS","Bahamas","2021","2021",31870,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHR","Bahrain","2016","2016",42280,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHR","Bahrain","2017","2017",45030,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHR","Bahrain","2018","2018",44880,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHR","Bahrain","2019","2019",44460,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BHR","Bahrain","2020","2020",40730,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGD","Bangladesh","2016","2016",4830,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGD","Bangladesh","2017","2017",5060,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGD","Bangladesh","2018","2018",5530,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGD","Bangladesh","2019","2019",6020,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGD","Bangladesh","2020","2020",6240,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGD","Bangladesh","2021","2021",6960,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRB","Barbados","2016","2016",15230,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRB","Barbados","2017","2017",15090,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRB","Barbados","2018","2018",15210,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRB","Barbados","2019","2019",15340,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRB","Barbados","2020","2020",13840,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRB","Barbados","2021","2021",14530,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BLZ","Belize","2016","2016",6820,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BLZ","Belize","2017","2017",6660,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BLZ","Belize","2018","2018",6710,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BLZ","Belize","2019","2019",6830,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BLZ","Belize","2020","2020",5940,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BLZ","Belize","2021","2021",6600,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BEN","Benin","2016","2016",2980,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BEN","Benin","2017","2017",3010,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BEN","Benin","2018","2018",3200,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BEN","Benin","2019","2019",3390,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BEN","Benin","2020","2020",3470,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BEN","Benin","2021","2021",3750,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BTN","Bhutan","2016","2016",9560,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BTN","Bhutan","2017","2017",10170,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BTN","Bhutan","2018","2018",10570,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BTN","Bhutan","2019","2019",11250,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BTN","Bhutan","2020","2020",10440,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BOL","Bolivia (Plurinational State of)","2016","2016",7360,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BOL","Bolivia (Plurinational State of)","2017","2017",8170,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BOL","Bolivia (Plurinational State of)","2018","2018",8650,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BOL","Bolivia (Plurinational State of)","2019","2019",8900,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BOL","Bolivia (Plurinational State of)","2020","2020",8190,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BOL","Bolivia (Plurinational State of)","2021","2021",8800,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BIH","Bosnia and Herzegovina","2016","2016",13090,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BIH","Bosnia and Herzegovina","2017","2017",13640,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BIH","Bosnia and Herzegovina","2018","2018",14830,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BIH","Bosnia and Herzegovina","2019","2019",15660,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BIH","Bosnia and Herzegovina","2020","2020",15460,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BIH","Bosnia and Herzegovina","2021","2021",16690,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BWA","Botswana","2016","2016",15210,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BWA","Botswana","2017","2017",14590,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BWA","Botswana","2018","2018",15050,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BWA","Botswana","2019","2019",16200,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BWA","Botswana","2020","2020",15210,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BWA","Botswana","2021","2021",16650,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRA","Brazil","2016","2016",13930,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRA","Brazil","2017","2017",14220,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRA","Brazil","2018","2018",14560,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRA","Brazil","2019","2019",14890,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRA","Brazil","2020","2020",14440,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRA","Brazil","2021","2021",15550,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRN","Brunei Darussalam","2016","2016",60420,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRN","Brunei Darussalam","2017","2017",64620,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRN","Brunei Darussalam","2018","2018",62210,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRN","Brunei Darussalam","2019","2019",66450,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BRN","Brunei Darussalam","2020","2020",67580,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGR","Bulgaria","2016","2016",19450,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGR","Bulgaria","2017","2017",20990,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGR","Bulgaria","2018","2018",22270,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGR","Bulgaria","2019","2019",23810,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGR","Bulgaria","2020","2020",24100,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BGR","Bulgaria","2021","2021",26000,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BFA","Burkina Faso","2016","2016",1810,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BFA","Burkina Faso","2017","2017",1970,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BFA","Burkina Faso","2018","2018",2100,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BFA","Burkina Faso","2019","2019",2150,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BFA","Burkina Faso","2020","2020",2110,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BFA","Burkina Faso","2021","2021",2330,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BDI","Burundi","2016","2016",800,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BDI","Burundi","2017","2017",770,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BDI","Burundi","2018","2018",780,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BDI","Burundi","2019","2019",790,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BDI","Burundi","2020","2020",780,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","BDI","Burundi","2021","2021",800,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KHM","Cambodia","2016","2016",3450,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KHM","Cambodia","2017","2017",3680,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KHM","Cambodia","2018","2018",3970,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KHM","Cambodia","2019","2019",4310,,
"NY_GNP_PCAP_PP_CD","GNI per capita, PPP (current international $)","KHM","Cambodia","2020","2020",4250,,
